ID_Formulario,Nombre_Curso,Marca temporal,"Comuna o corregimiento de residencia (Si no es de Cali, seleccionar la opción N/A)",Sexo,Curso de vida,Escolaridad,Perfil,¿Se dio a conocer el objetivo de la capacitación?,¿Se cumplió el objetivo de la capacitación?,¿Los contenidos brindados fueron coherentes con el objetivo planteado?,¿Los temas se desarrollaron en el tiempo previsto?,¿La capacitación aportó nuevos conceptos y/o técnicas que antes no conocía?,¿Los conocimientos recibidos durante la capacitación le permitirán llevarlos a la práctica en su vida cotidiana?,¿La metodología utilizada por el facilitador permitió el entendimiento de los contenidos?,¿El facilitador demostró el dominio del tema brindado?,¿Durante el desarrollo de la capacitación se propició la participación de los asistentes?,¿Durante la capacitación se dio espacio para la solución de inquietudes?,¿Cómo califica las condiciones del espacio físico o medio virtual en el que se desarrolló la capacitación?,¿El material utilizado permitió el entendimiento del tema?,"En general, ¿Cómo se sintió con la actividad de capacitación realizada?",Comuna o corregimiento de residencia,ESE
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-12T00:59:05.758Z,N/A,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,4,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T04:08:39.419Z,N/A,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-13T05:08:58.845Z,N/A,Femenino,Adolescencia (12 - 17 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-12T02:47:28.994Z,N/A,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-30T07:24:26.850Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,4,4,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-09T20:58:49.473Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-11T20:38:57.748Z,N/A,Masculino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,4,5,5,5,5,5,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-11T21:36:10.408Z,COMUNA 17,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-08T23:23:15.982Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-10T23:14:27.936Z,COMUNA 5,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-08T15:42:03.014Z,N/A,Femenino,Juventud (18 - 28 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,3,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-19T22:13:32.245Z,COMUNA 16,Masculino,Vejez (60 años o más),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-10T23:17:15.341Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,5,4,4,3,5,5,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T02:24:09.831Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-08T17:23:32.443Z,N/A,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,1,1,1,1,1,1,1,1,1,1,1,1,1,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-10T03:00:22.738Z,COMUNA 12,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T11:22:45.684Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,3,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-10T13:45:50.218Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-08T15:36:57.013Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-20T14:27:22.536Z,N/A,Femenino,Adolescencia (12 - 17 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,3,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-20T17:49:34.966Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T03:10:43.357Z,COMUNA 1,Femenino,Adolescencia (12 - 17 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-13T02:29:31.045Z,N/A,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-11T19:42:36.588Z,COMUNA 1,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-09T20:59:37.338Z,COMUNA 13,Femenino,Juventud (18 - 28 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T04:40:35.282Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T17:24:12.631Z,N/A,Femenino,Juventud (18 - 28 años),Bachiller,Área de la salud,2,2,2,2,2,2,2,2,3,3,3,3,3,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-08T05:45:36.678Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,1,1,1,1,1,1,1,1,1,1,1,1,1,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-30T20:06:25.791Z,COMUNA 3,Femenino,Juventud (18 - 28 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-11T04:40:59.259Z,N/A,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T02:11:07.588Z,COMUNA 18,Masculino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-06T22:06:34.161Z,N/A,Femenino,Adolescencia (12 - 17 años),Pregrado,Área de la salud,5,5,5,5,5,4,5,5,3,4,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-11T02:57:58.502Z,N/A,Femenino,Adolescencia (12 - 17 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-30T01:02:34.267Z,COMUNA 1,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T23:28:47.063Z,COMUNA 21,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-11T00:21:11.594Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,4,5,4,5,5,4,5,5,4,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-27T21:52:40.681Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-14T21:58:37.460Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Otro,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-11T02:48:08.903Z,N/A,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-08T15:34:05.198Z,N/A,Masculino,Juventud (18 - 28 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-21T04:01:12.331Z,COMUNA 3,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,3,4,4,4,4,3,4,4,5,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T20:39:58.195Z,COMUNA 16,Masculino,Vejez (60 años o más),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-18T14:05:25.988Z,COMUNA 11,Femenino,Adolescencia (12 - 17 años),Bachiller,Área de la salud,3,3,3,3,3,3,3,3,3,3,3,3,3,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-10T00:30:57.165Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-11T14:04:31.272Z,N/A,Femenino,Juventud (18 - 28 años),Bachiller,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-07T01:07:17.988Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-10T00:23:47.288Z,N/A,Masculino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,5,5,4,5,4,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-11T00:53:55.573Z,C. DE EL HORMIGUERO,Masculino,Adolescencia (12 - 17 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-13T15:41:30.628Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T02:48:32.187Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-12T00:13:13.878Z,COMUNA 4,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,1,1,1,1,1,1,1,1,4,4,1,1,1,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-10T14:43:21.399Z,COMUNA 13,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-16T21:45:25.173Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-10T02:35:43.273Z,N/A,Femenino,Adolescencia (12 - 17 años),Postgrado,Área de la salud,4,5,4,5,5,5,5,4,5,4,5,4,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-21T14:23:49.769Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-07T19:10:01.692Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-11T04:28:41.732Z,COMUNA 12,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-08T19:18:34.794Z,N/A,Femenino,Adolescencia (12 - 17 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-08T18:53:29.182Z,N/A,Femenino,Juventud (18 - 28 años),Bachiller,Área de la salud,4,4,4,4,4,4,4,4,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-29T15:24:11.346Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-10T13:28:34.396Z,N/A,Masculino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T03:49:11.652Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-20T03:19:08.468Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,3,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T14:00:07.032Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-01T13:22:28.908Z,COMUNA 10,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,4,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-13T21:27:22.093Z,COMUNA 17,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-10T01:48:16.030Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,2,1,1,1,1,2,2,2,2,3,3,2,2,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-10T01:56:46.569Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-07T20:47:38.337Z,N/A,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-09T18:20:18.545Z,COMUNA 6,Femenino,Adolescencia (12 - 17 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-10T22:01:03.604Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,4,5,5,4,5,3,2,3,4,4,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-30T21:02:20.940Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-27T13:37:38.811Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,4,5,5,5,4,4,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-03-12T02:30:06.946Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-11T03:16:48.561Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,4,5,4,5,4,5,4,5,4,5,4,5,,
12imN--sH0MBswxs3ix0yrHryrQIOsbLZPljvGifls58,"-Satisfacción del Curso virtual - RPMS (A, J) - (AISPPMSCVJA_01_2026) (AISPPMSCVA_01_2026)",2026-04-10T05:39:48.919Z,N/A,Masculino,Adolescencia (12 - 17 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
